# Energy CrossSection
2.889999999999999791e-01 1.103474532250865225e+00
2.899999999999999800e-01 1.101994961601724166e+00
2.909999999999999809e-01 1.100489504826460463e+00
2.919999999999999818e-01 1.098966539184931701e+00
2.929999999999999827e-01 1.097420677788395915e+00
2.939999999999999836e-01 1.095854777693877624e+00
2.949999999999999845e-01 1.094271669533898317e+00
2.959999999999999853e-01 1.092668723270270315e+00
2.969999999999999862e-01 1.091051466951178384e+00
2.979999999999999871e-01 1.089414560060402826e+00
2.989999999999999880e-01 1.087763504389632319e+00
2.999999999999999889e-01 1.086098367526666664e+00
3.009999999999999898e-01 1.084416532863787364e+00
3.019999999999999907e-01 1.082723443312914036e+00
3.029999999999999916e-01 1.081016475907590646e+00
3.039999999999999925e-01 1.079295698620065913e+00
3.049999999999999933e-01 1.077563837706557504e+00
3.059999999999999942e-01 1.075820941830065491e+00
3.069999999999999951e-01 1.074067059811074865e+00
3.079999999999999960e-01 1.072304879376623443e+00
3.089999999999999969e-01 1.070529165695792706e+00
3.099999999999999978e-01 1.068747864982258156e+00
3.109999999999999987e-01 1.066955749236334405e+00
3.119999999999999996e-01 1.065155481129807846e+00
3.130000000000000004e-01 1.063347091260383293e+00
3.140000000000000013e-01 1.061533210707006569e+00
3.150000000000000022e-01 1.059711257525396855e+00
3.160000000000000031e-01 1.057881263012657946e+00
3.170000000000000040e-01 1.056045839905362937e+00
3.180000000000000049e-01 1.054205000982704421e+00
3.190000000000000058e-01 1.052358759324451443e+00
3.200000000000000067e-01 1.050509690664062301e+00
3.210000000000000075e-01 1.048652677696261692e+00
3.220000000000000084e-01 1.046792852871118118e+00
3.230000000000000093e-01 1.044927668117647146e+00
3.240000000000000102e-01 1.043059675445987766e+00
3.250000000000000111e-01 1.041186339878461542e+00
3.260000000000000120e-01 1.039310201670245348e+00
3.270000000000000129e-01 1.037433776758409865e+00
3.280000000000000138e-01 1.035552018445121902e+00
3.290000000000000147e-01 1.033667449537993832e+00
3.300000000000000155e-01 1.031782568740909012e+00
3.310000000000000164e-01 1.029894861685800578e+00
3.320000000000000173e-01 1.028006815716867361e+00
3.330000000000000182e-01 1.026115929393393245e+00
3.340000000000000191e-01 1.024224678755988105e+00
3.350000000000000200e-01 1.022330575188059587e+00
3.360000000000000209e-01 1.020436083482142875e+00
3.370000000000000218e-01 1.018541186351632044e+00
3.380000000000000226e-01 1.016645866936390474e+00
3.390000000000000235e-01 1.014752555576695858e+00
3.400000000000000244e-01 1.012856336801470469e+00
3.410000000000000253e-01 1.010962082711143628e+00
3.420000000000000262e-01 1.009064902176900480e+00
3.430000000000000271e-01 1.007172068011661592e+00
3.439999999999999725e-01 1.005276278268895540e+00
3.449999999999999734e-01 1.003384771723188518e+00
3.459999999999999742e-01 1.001492688144508536e+00
3.469999999999999751e-01 9.996000144092219708e-01
3.479999999999999760e-01 9.977091323275862900e-01
3.489999999999999769e-01 9.958200124011462595e-01
3.499999999999999778e-01 9.939326256057143816e-01
3.509999999999999787e-01 9.920469433846155205e-01
3.519999999999999796e-01 9.901629376420455486e-01
3.529999999999999805e-01 9.882805807365441231e-01
3.539999999999999813e-01 9.863998454745764866e-01
3.549999999999999822e-01 9.845207051042254021e-01
3.559999999999999831e-01 9.826431333089888920e-01
3.569999999999999840e-01 9.807694482366948741e-01
3.579999999999999849e-01 9.788972693631287081e-01
3.589999999999999858e-01 9.770265717005572892e-01
3.599999999999999867e-01 9.751596582347221709e-01
3.609999999999999876e-01 9.732941663282548284e-01
3.619999999999999885e-01 9.714323889502763931e-01
3.629999999999999893e-01 9.695742865509643371e-01
3.639999999999999902e-01 9.677175141978021644e-01
3.649999999999999911e-01 9.658643499739725247e-01
3.659999999999999920e-01 9.640124605956282844e-01
3.669999999999999929e-01 9.621641142724794982e-01
3.679999999999999938e-01 9.603215583478260653e-01
3.689999999999999947e-01 9.584801817289971826e-01
3.699999999999999956e-01 9.566399640216216582e-01
3.709999999999999964e-01 9.548054226630727781e-01
3.719999999999999973e-01 9.529742430658602048e-01
3.729999999999999982e-01 9.511463903498659223e-01
3.739999999999999991e-01 9.493218300802139797e-01
3.750000000000000000e-01 9.475005282613334634e-01
3.760000000000000009e-01 9.456824513311171687e-01
3.770000000000000018e-01 9.438698038461537099e-01
3.780000000000000027e-01 9.420580726044973652e-01
3.790000000000000036e-01 9.402516956253298419e-01
3.800000000000000044e-01 9.384484033894737731e-01
3.810000000000000053e-01 9.366503818582677665e-01
3.820000000000000062e-01 9.348553725667538838e-01
3.830000000000000071e-01 9.330633449412532032e-01
3.840000000000000080e-01 9.312764711575520771e-01
3.850000000000000089e-01 9.294925091116881255e-01
3.860000000000000098e-01 9.277136218769429510e-01
3.870000000000000107e-01 9.259375781511627324e-01
3.880000000000000115e-01 9.241665319600514961e-01
3.890000000000000124e-01 9.223982627043701976e-01
3.900000000000000133e-01 9.206349154166666438e-01
3.910000000000000142e-01 9.188764480818414349e-01
3.920000000000000151e-01 9.171206560000000341e-01
3.930000000000000160e-01 9.153696708447837116e-01
3.940000000000000169e-01 9.136234519035532076e-01
3.950000000000000178e-01 9.118819589063290598e-01
3.960000000000000187e-01 9.101430080315655591e-01
3.970000000000000195e-01 9.084087133501259625e-01
3.980000000000000204e-01 9.066790358304021025e-01
3.990000000000000213e-01 9.049539368621554170e-01
4.000000000000000222e-01 9.032333782512499409e-01
