#E_tot          E_tot-Eth     Phase(s) scatt. length
  0.01000000   0.01000000  -4.13140000   4.65132679
  0.03500000   0.03500000  -7.70210000   4.65509146
  2.53500000   2.53500000 -50.89780000   4.97630637
  2.56000000   2.56000000 -51.05020000   4.97894830
  2.58500000   2.58500000 -51.20110000   4.98159302
  2.61000000   2.61000000 -51.35040000   4.98421803
  2.63500000   2.63500000 -51.49820000   4.98683651
  2.66000000   2.66000000 -51.64450000   4.98944397
  2.68500000   2.68500000 -51.78940000   4.99205390
  2.71000000   2.71000000 -51.93270000   4.99462614
  2.73500000   2.73500000 -52.07470000   4.99721027
  2.76000000   2.76000000 -52.21530000   4.99978426
  2.78500000   2.78500000 -52.35450000   5.00234407
  2.81000000   2.81000000 -52.49230000   5.00488573
  2.83500000   2.83500000 -52.62880000   5.00742343
  2.86000000   2.86000000 -52.76400000   5.00995341
  2.88500000   2.88500000 -52.89790000   5.01247200
  2.91000000   2.91000000 -53.03050000   5.01497553
  2.93500000   2.93500000 -53.16190000   5.01747869
  2.96000000   2.96000000 -53.29200000   5.01995976
  2.98500000   2.98500000 -53.42090000   5.02243358
  3.01000000   3.01000000 -53.54870000   5.02491516
  3.03500000   3.03500000 -53.67520000   5.02736457
  3.06000000   3.06000000 -53.80060000   5.02981530
  3.08500000   3.08500000 -53.92490000   5.03226427
  3.11000000   3.11000000 -54.04800000   5.03468995
  3.13500000   3.13500000 -54.17000000   5.03710777
  3.16000000   3.16000000 -54.29090000   5.03951476
  3.18500000   3.18500000 -54.41080000   5.04192660
  3.21000000   3.21000000 -54.52950000   5.04430326
  3.23500000   3.23500000 -54.64730000   5.04669778
  3.26000000   3.26000000 -54.76400000   5.04907018
  3.28500000   3.28500000 -54.87970000   5.05143642
  3.31000000   3.31000000 -54.99430000   5.05377510
  3.33500000   3.33500000 -55.10800000   5.05612112
  3.36000000   3.36000000 -55.22070000   5.05845319
  3.38500000   3.38500000 -55.33250000   5.06078766
  3.41000000   3.41000000 -55.44330000   5.06310320
  3.43500000   3.43500000 -55.55320000   5.06541632
  3.46000000   3.46000000 -55.66210000   5.06770567
  3.48500000   3.48500000 -55.77020000   5.07000689
  3.51000000   3.51000000 -55.87730000   5.07227968
  3.53500000   3.53500000 -55.98350000   5.07454078
  3.56000000   3.56000000 -56.08890000   5.07680710
  3.58500000   3.58500000 -56.19340000   5.07905736
  3.61000000   3.61000000 -56.29710000   5.08130861
  3.63500000   3.63500000 -56.39990000   5.08353953
  3.66000000   3.66000000 -56.50190000   5.08576729
  3.68500000   3.68500000 -56.60310000   5.08798988
  3.71000000   3.71000000 -56.70340000   5.09018596
  3.73500000   3.73500000 -56.80300000   5.09239226
  3.76000000   3.76000000 -56.90180000   5.09458751
  3.78500000   3.78500000 -56.99980000   5.09676981
  3.81000000   3.81000000 -57.09700000   5.09893724
  3.83500000   3.83500000 -57.19350000   5.10110749
  3.86000000   3.86000000 -57.28920000   5.10325920
  3.88500000   3.88500000 -57.38420000   5.10541017
  3.91000000   3.91000000 -57.47840000   5.10753903
  3.93500000   3.93500000 -57.57200000   5.10968335
  3.96000000   3.96000000 -57.66480000   5.11180211
  3.98500000   3.98500000 -57.75690000   5.11391330
  4.01000000   4.01000000 -57.84830000   5.11601527
  4.03500000   4.03500000 -57.93900000   5.11810640
  4.06000000   4.06000000 -58.02910000   5.12020496
  4.08500000   4.08500000 -58.11850000   5.12228953
  4.11000000   4.11000000 -58.20720000   5.12435853
  4.13500000   4.13500000 -58.29520000   5.12641038
  4.16000000   4.16000000 -58.38260000   5.12846358
  4.18500000   4.18500000 -58.46940000   5.13051668
  4.21000000   4.21000000 -58.55550000   5.13254816
  4.23500000   4.23500000 -58.64100000   5.13457664
  4.26000000   4.26000000 -58.72590000   5.13660075
  4.28500000   4.28500000 -58.81020000   5.13861910
  4.31000000   4.31000000 -58.89390000   5.14063032
  4.33500000   4.33500000 -58.97700000   5.14263306
  4.36000000   4.36000000 -59.05940000   5.14460561
  4.38500000   4.38500000 -59.14130000   5.14658731
  4.41000000   4.41000000 -59.22270000   5.14857697
  4.43500000   4.43500000 -59.30340000   5.15053242
  4.46000000   4.46000000 -59.38360000   5.15249329
  4.48500000   4.48500000 -59.46320000   5.15443785
  4.51000000   4.51000000 -59.54230000   5.15638540
  4.53500000   4.53500000 -59.62090000   5.15833479
  4.56000000   4.56000000 -59.69890000   5.16026420
  4.58500000   4.58500000 -59.77630000   5.16217237
  4.61000000   4.61000000 -59.85320000   5.16407882
  4.63500000   4.63500000 -59.92960000   5.16598242
  4.66000000   4.66000000 -60.00550000   5.16788207
  4.68500000   4.68500000 -60.08090000   5.16977665
  4.71000000   4.71000000 -60.15580000   5.17166509
  4.73500000   4.73500000 -60.23020000   5.17354629
  4.76000000   4.76000000 -60.30400000   5.17539819
  4.78500000   4.78500000 -60.37740000   5.17726165
  4.81000000   4.81000000 -60.45030000   5.17911467
  4.83500000   4.83500000 -60.52270000   5.18095619
  4.86000000   4.86000000 -60.59470000   5.18280632
  4.88500000   4.88500000 -60.66620000   5.18464293
  4.91000000   4.91000000 -60.73720000   5.18646501
  4.93500000   4.93500000 -60.80770000   5.18827152
  4.96000000   4.96000000 -60.87780000   5.19008275
  4.98500000   4.98500000 -60.94750000   5.19189781
