#E_tot          E_tot-Eth     Phase(s) scatt. length
  0.01000000   0.01000000  -4.31240000   4.85586062
  0.03500000   0.03500000  -8.04060000   4.86233193
  1.46000000   1.46000000 -44.57130000   5.25016549
  1.48500000   1.48500000 -44.85360000   5.25733947
  1.51000000   1.51000000 -45.13180000   5.26451333
  1.53500000   1.53500000 -45.40610000   5.27170413
  1.56000000   1.56000000 -45.67660000   5.27891143
  1.58500000   1.58500000 -45.94340000   5.28613550
  1.61000000   1.61000000 -46.20660000   5.29337734
  1.63500000   1.63500000 -46.46620000   5.30062012
  1.66000000   1.66000000 -46.72240000   5.30788464
  1.68500000   1.68500000 -46.97530000   5.31517386
  1.71000000   1.71000000 -47.22490000   5.32247273
  1.73500000   1.73500000 -47.47130000   5.32978529
  1.76000000   1.76000000 -47.71450000   5.33709744
  1.78500000   1.78500000 -47.95470000   5.34443296
  1.81000000   1.81000000 -48.19200000   5.35179752
  1.83500000   1.83500000 -48.42630000   5.35915962
  1.86000000   1.86000000 -48.65780000   5.36654457
  1.88500000   1.88500000 -48.88650000   5.37394046
  1.91000000   1.91000000 -49.11250000   5.38135467
  1.93500000   1.93500000 -49.33580000   5.38877598
  1.96000000   1.96000000 -49.55660000   5.39623158
  1.98500000   1.98500000 -49.77480000   5.40369194
  2.01000000   2.01000000 -49.99050000   5.41116590
  2.03500000   2.03500000 -50.20380000   5.41866269
  2.06000000   2.06000000 -50.41460000   5.42615343
  2.08500000   2.08500000 -50.62320000   5.43368654
  2.11000000   2.11000000 -50.82940000   5.44121432
  2.13500000   2.13500000 -51.03340000   5.44876660
  2.16000000   2.16000000 -51.23520000   5.45633479
  2.18500000   2.18500000 -51.43490000   5.46393006
  2.21000000   2.21000000 -51.63240000   5.47152467
  2.23500000   2.23500000 -51.82790000   5.47914985
  2.26000000   2.26000000 -52.02130000   5.48677823
  2.28500000   2.28500000 -52.21270000   5.49442191
  2.31000000   2.31000000 -52.40220000   5.50209335
  2.33500000   2.33500000 -52.58970000   5.50976554
  2.36000000   2.36000000 -52.77540000   5.51747127
  2.38500000   2.38500000 -52.95920000   5.52518381
  2.41000000   2.41000000 -53.14120000   5.53291649
  2.43500000   2.43500000 -53.32140000   5.54066281
  2.46000000   2.46000000 -53.49990000   5.54843662
  2.48500000   2.48500000 -53.67660000   5.55621147
  2.51000000   2.51000000 -53.85170000   5.56402190
  2.53500000   2.53500000 -54.02510000   5.57184169
  2.56000000   2.56000000 -54.19680000   5.57966495
  2.58500000   2.58500000 -54.36700000   5.58752704
  2.61000000   2.61000000 -54.53550000   5.59538131
  2.63500000   2.63500000 -54.70260000   5.60328426
  2.66000000   2.66000000 -54.86810000   5.61118928
  2.68500000   2.68500000 -55.03210000   5.61911188
  2.71000000   2.71000000 -55.19460000   5.62704699
  2.73500000   2.73500000 -55.35560000   5.63498954
  2.76000000   2.76000000 -55.51530000   5.64297675
  2.78500000   2.78500000 -55.67350000   5.65096177
  2.81000000   2.81000000 -55.83040000   5.65898221
  2.83500000   2.83500000 -55.98590000   5.66701232
  2.86000000   2.86000000 -56.14000000   5.67504752
  2.88500000   2.88500000 -56.29290000   5.68312623
  2.91000000   2.91000000 -56.44440000   5.69120126
  2.93500000   2.93500000 -56.59470000   5.69931143
  2.96000000   2.96000000 -56.74370000   5.70743103
  2.98500000   2.98500000 -56.89150000   5.71557769
  3.01000000   3.01000000 -57.03800000   5.72372561
  3.03500000   3.03500000 -57.18340000   5.73191461
  3.06000000   3.06000000 -57.32750000   5.74009697
  3.08500000   3.08500000 -57.47050000   5.74831290
  3.11000000   3.11000000 -57.61240000   5.75655884
  3.13500000   3.13500000 -57.75310000   5.76480898
  3.16000000   3.16000000 -57.89270000   5.77308193
  3.18500000   3.18500000 -58.03120000   5.78137423
  3.21000000   3.21000000 -58.16870000   5.78970497
  3.23500000   3.23500000 -58.30500000   5.79802570
  3.26000000   3.26000000 -58.44030000   5.80637819
  3.28500000   3.28500000 -58.57460000   5.81475930
  3.31000000   3.31000000 -58.70780000   5.82314301
  3.33500000   3.33500000 -58.84000000   5.83154894
  3.36000000   3.36000000 -58.97130000   5.83999709
  3.38500000   3.38500000 -59.10150000   5.84843831
  3.41000000   3.41000000 -59.23080000   5.85691579
  3.43500000   3.43500000 -59.35910000   5.86540340
  3.46000000   3.46000000 -59.48650000   5.87392156
  3.48500000   3.48500000 -59.61300000   5.88246752
  3.51000000   3.51000000 -59.73850000   5.89101491
  3.53500000   3.53500000 -59.86320000   5.89960817
  3.56000000   3.56000000 -59.98690000   5.90819725
  3.58500000   3.58500000 -60.10970000   5.91680306
  3.61000000   3.61000000 -60.23170000   5.92544691
  3.63500000   3.63500000 -60.35290000   5.93412638
  3.66000000   3.66000000 -60.47310000   5.94279072
  3.68500000   3.68500000 -60.59260000   5.95150982
  3.71000000   3.71000000 -60.71120000   5.96023282
  3.73500000   3.73500000 -60.82900000   5.96898154
  3.76000000   3.76000000 -60.94600000   5.97775362
  3.78500000   3.78500000 -61.06220000   5.98654671
  3.81000000   3.81000000 -61.17760000   5.99535845
  3.83500000   3.83500000 -61.29220000   6.00418650
  3.86000000   3.86000000 -61.40610000   6.01305348
  3.88500000   3.88500000 -61.51920000   6.02193229
  3.91000000   3.91000000 -61.63150000   6.03082058
  3.93500000   3.93500000 -61.74320000   6.03976660
  3.96000000   3.96000000 -61.85410000   6.04871784
  3.98500000   3.98500000 -61.96420000   6.05767200
  4.01000000   4.01000000 -62.07370000   6.06667792
  4.03500000   4.03500000 -62.18240000   6.07568250
  4.06000000   4.06000000 -62.29050000   6.08473503
  4.08500000   4.08500000 -62.39790000   6.09380791
  4.11000000   4.11000000 -62.50450000   6.10287311
  4.13500000   4.13500000 -62.61060000   6.11200666
  4.16000000   4.16000000 -62.71590000   6.12112853
  4.18500000   4.18500000 -62.82060000   6.13028905
  4.21000000   4.21000000 -62.92460000   6.13946010
  4.23500000   4.23500000 -63.02800000   6.14866622
  4.26000000   4.26000000 -63.13080000   6.15790573
  4.28500000   4.28500000 -63.23290000   6.16715020
  4.31000000   4.31000000 -63.33450000   6.17645136
  4.33500000   4.33500000 -63.43540000   6.18575389
  4.36000000   4.36000000 -63.53570000   6.19508289
  4.38500000   4.38500000 -63.63540000   6.20443668
  4.41000000   4.41000000 -63.73450000   6.21381357
  4.43500000   4.43500000 -63.83300000   6.22321190
  4.46000000   4.46000000 -63.93090000   6.23262997
  4.48500000   4.48500000 -64.02830000   6.24209379
  4.51000000   4.51000000 -64.12510000   6.25157421
  4.53500000   4.53500000 -64.22130000   6.26106957
  4.56000000   4.56000000 -64.31700000   6.27060619
  4.58500000   4.58500000 -64.41210000   6.28015460
  4.61000000   4.61000000 -64.50670000   6.28974136
  4.63500000   4.63500000 -64.60080000   6.29936512
  4.66000000   4.66000000 -64.69430000   6.30899606
  4.68500000   4.68500000 -64.78720000   6.31863247
  4.71000000   4.71000000 -64.87970000   6.32833012
  4.73500000   4.73500000 -64.97170000   6.33805916
  4.76000000   4.76000000 -65.06310000   6.34778926
  4.78500000   4.78500000 -65.15400000   6.35754782
  4.81000000   4.81000000 -65.24450000   6.36736271
  4.83500000   4.83500000 -65.33440000   6.37717423
  4.86000000   4.86000000 -65.42380000   6.38701013
  4.88500000   4.88500000 -65.51280000   6.39689865
  4.91000000   4.91000000 -65.60130000   6.40680908
  4.93500000   4.93500000 -65.68930000   6.41674004
  4.96000000   4.96000000 -65.77680000   6.42669017
  4.98500000   4.98500000 -65.86390000   6.43668819
