#E_tot          E_tot-Eth     Phase(s) scatt. length
  0.01000000   0.01000000  -4.18460000   4.71143405
  0.03500000   0.03500000  -7.80210000   4.71627951
  2.53500000   2.53500000 -51.86500000   5.15159650
  2.56000000   2.56000000 -52.02230000   5.15545821
  2.58500000   2.58500000 -52.17810000   5.15933010
  2.61000000   2.61000000 -52.33220000   5.16317001
  2.63500000   2.63500000 -52.48480000   5.16701021
  2.66000000   2.66000000 -52.63590000   5.17084596
  2.68500000   2.68500000 -52.78550000   5.17467258
  2.71000000   2.71000000 -52.93350000   5.17846669
  2.73500000   2.73500000 -53.08020000   5.18228014
  2.76000000   2.76000000 -53.22540000   5.18607095
  2.78500000   2.78500000 -53.36920000   5.18985365
  2.81000000   2.81000000 -53.51160000   5.19362403
  2.83500000   2.83500000 -53.65270000   5.19739693
  2.86000000   2.86000000 -53.79240000   5.20114935
  2.88500000   2.88500000 -53.93080000   5.20489634
  2.91000000   2.91000000 -54.06790000   5.20863403
  2.93500000   2.93500000 -54.20380000   5.21237780
  2.96000000   2.96000000 -54.33830000   5.21608559
  2.98500000   2.98500000 -54.47160000   5.21979209
  3.01000000   3.01000000 -54.60370000   5.22349376
  3.03500000   3.03500000 -54.73460000   5.22718713
  3.06000000   3.06000000 -54.86440000   5.23088815
  3.08500000   3.08500000 -54.99290000   5.23455467
  3.11000000   3.11000000 -55.12030000   5.23822218
  3.13500000   3.13500000 -55.24660000   5.24188749
  3.16000000   3.16000000 -55.37170000   5.24552789
  3.18500000   3.18500000 -55.49570000   5.24915975
  3.21000000   3.21000000 -55.61870000   5.25279967
  3.23500000   3.23500000 -55.74060000   5.25642504
  3.26000000   3.26000000 -55.86140000   5.26003284
  3.28500000   3.28500000 -55.98120000   5.26363993
  3.31000000   3.31000000 -56.09990000   5.26722364
  3.33500000   3.33500000 -56.21770000   5.27082087
  3.36000000   3.36000000 -56.33440000   5.27438911
  3.38500000   3.38500000 -56.45020000   5.27796551
  3.41000000   3.41000000 -56.56500000   5.28152748
  3.43500000   3.43500000 -56.67880000   5.28507236
  3.46000000   3.46000000 -56.79170000   5.28861765
  3.48500000   3.48500000 -56.90370000   5.29216090
  3.51000000   3.51000000 -57.01470000   5.29567943
  3.53500000   3.53500000 -57.12480000   5.29919096
  3.56000000   3.56000000 -57.23400000   5.30269309
  3.58500000   3.58500000 -57.34240000   5.30620385
  3.61000000   3.61000000 -57.44990000   5.30970059
  3.63500000   3.63500000 -57.55650000   5.31318098
  3.66000000   3.66000000 -57.66220000   5.31664272
  3.68500000   3.68500000 -57.76710000   5.32010409
  3.71000000   3.71000000 -57.87120000   5.32356299
  3.73500000   3.73500000 -57.97450000   5.32701729
  3.76000000   3.76000000 -58.07700000   5.33046492
  3.78500000   3.78500000 -58.17860000   5.33388303
  3.81000000   3.81000000 -58.27950000   5.33731107
  3.83500000   3.83500000 -58.37960000   5.34072629
  3.86000000   3.86000000 -58.47890000   5.34412667
  3.88500000   3.88500000 -58.57750000   5.34753118
  3.91000000   3.91000000 -58.67530000   5.35091695
  3.93500000   3.93500000 -58.77240000   5.35430311
  3.96000000   3.96000000 -58.86870000   5.35766670
  3.98500000   3.98500000 -58.96430000   5.36102697
  4.01000000   4.01000000 -59.05920000   5.36438213
  4.03500000   4.03500000 -59.15340000   5.36773043
  4.06000000   4.06000000 -59.24690000   5.37107011
  4.08500000   4.08500000 -59.33970000   5.37439943
  4.11000000   4.11000000 -59.43190000   5.37773810
  4.13500000   4.13500000 -59.52330000   5.38104159
  4.16000000   4.16000000 -59.61410000   5.38435111
  4.18500000   4.18500000 -59.70420000   5.38764354
  4.21000000   4.21000000 -59.79370000   5.39093884
  4.23500000   4.23500000 -59.88260000   5.39423549
  4.26000000   4.26000000 -59.97080000   5.39751025
  4.28500000   4.28500000 -60.05830000   5.40076147
  4.31000000   4.31000000 -60.14530000   5.40403119
  4.33500000   4.33500000 -60.23160000   5.40727432
  4.36000000   4.36000000 -60.31730000   5.41051117
  4.38500000   4.38500000 -60.40250000   5.41376229
  4.41000000   4.41000000 -60.48700000   5.41698228
  4.43500000   4.43500000 -60.57090000   5.42019167
  4.46000000   4.46000000 -60.65430000   5.42341117
  4.48500000   4.48500000 -60.73710000   5.42661732
  4.51000000   4.51000000 -60.81930000   5.42980871
  4.53500000   4.53500000 -60.90100000   5.43300624
  4.56000000   4.56000000 -60.98210000   5.43618631
  4.58500000   4.58500000 -61.06260000   5.43934753
  4.61000000   4.61000000 -61.14260000   5.44251100
  4.63500000   4.63500000 -61.22210000   5.44567550
  4.66000000   4.66000000 -61.30100000   5.44881724
  4.68500000   4.68500000 -61.37950000   5.45198012
  4.71000000   4.71000000 -61.45730000   5.45509507
  4.73500000   4.73500000 -61.53470000   5.45822879
  4.76000000   4.76000000 -61.61160000   5.46135746
  4.78500000   4.78500000 -61.68790000   5.46445706
  4.81000000   4.81000000 -61.76380000   5.46757207
  4.83500000   4.83500000 -61.83910000   5.47065559
  4.86000000   4.86000000 -61.91400000   5.47375229
  4.88500000   4.88500000 -61.98840000   5.47683814
  4.91000000   4.91000000 -62.06230000   5.47991200
  4.93500000   4.93500000 -62.13570000   5.48297272
  4.96000000   4.96000000 -62.20870000   5.48604238
  4.98500000   4.98500000 -62.28120000   5.48909676
