#E_tot          E_tot-Eth     Phase(s) scatt. length
  0.01000000   0.01000000  -4.17240000   4.69764934
  0.03500000   0.03500000  -7.77980000   4.70263206
  3.98500000   3.98500000 -58.78340000   5.32291159
  4.01000000   4.01000000 -58.87720000   5.32594525
  4.03500000   4.03500000 -58.97020000   5.32894973
  4.06000000   4.06000000 -59.06250000   5.33194425
  4.08500000   4.08500000 -59.15410000   5.33492710
  4.11000000   4.11000000 -59.24510000   5.33791777
  4.13500000   4.13500000 -59.33540000   5.34089346
  4.16000000   4.16000000 -59.42500000   5.34385248
  4.18500000   4.18500000 -59.51390000   5.34679318
  4.21000000   4.21000000 -59.60220000   5.34973529
  4.23500000   4.23500000 -59.68990000   5.35267731
  4.26000000   4.26000000 -59.77690000   5.35559625
  4.28500000   4.28500000 -59.86330000   5.35851203
  4.31000000   4.31000000 -59.94910000   5.36142319
  4.33500000   4.33500000 -60.03420000   5.36430664
  4.36000000   4.36000000 -60.11880000   5.36720414
  4.38500000   4.38500000 -60.20270000   5.37007094
  4.41000000   4.41000000 -60.28600000   5.37292725
  4.43500000   4.43500000 -60.36880000   5.37579349
  4.46000000   4.46000000 -60.45100000   5.37864651
  4.48500000   4.48500000 -60.53260000   5.38148492
  4.51000000   4.51000000 -60.61360000   5.38430731
  4.53500000   4.53500000 -60.69410000   5.38713435
  4.56000000   4.56000000 -60.77400000   5.38994273
  4.58500000   4.58500000 -60.85340000   5.39275320
  4.61000000   4.61000000 -60.93220000   5.39554239
  4.63500000   4.63500000 -61.01050000   5.39833116
  4.66000000   4.66000000 -61.08820000   5.40109606
  4.68500000   4.68500000 -61.16540000   5.40385807
  4.71000000   4.71000000 -61.24210000   5.40661601
  4.73500000   4.73500000 -61.31830000   5.40936871
  4.76000000   4.76000000 -61.39400000   5.41211501
  4.78500000   4.78500000 -61.46920000   5.41485375
  4.81000000   4.81000000 -61.54380000   5.41756121
  4.83500000   4.83500000 -61.61800000   5.42028133
  4.86000000   4.86000000 -61.69170000   5.42299047
  4.88500000   4.88500000 -61.76490000   5.42568748
  4.91000000   4.91000000 -61.83760000   5.42837125
  4.93500000   4.93500000 -61.90990000   5.43106347
  4.96000000   4.96000000 -61.98170000   5.43374032
  4.98500000   4.98500000 -62.05300000   5.43640068
